person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,loan_status
23,0,1.0,73014,0,0,23000,3,12.18,0.32,4,668,0,1
24,0,1.0,22608,2,2,1200,3,11.34,0.05,4,615,1,0
25,0,0.0,76932,2,0,23000,1,9.91,0.3,3,604,0,1
24,1,0.0,78955,1,0,23000,4,11.99,0.29,4,620,0,1
23,1,2.0,82567,0,0,23000,1,9.62,0.28,2,558,0,1
22,1,1.0,22466,0,1,3000,5,9.96,0.13,3,603,0,1
25,1,1.0,97251,2,0,23000,3,11.01,0.24,2,683,1,0
24,1,3.0,106607,1,0,23000,3,14.54,0.22,2,641,0,1
22,1,1.0,71385,0,0,22750,2,11.36,0.32,4,521,0,1
23,0,1.0,84865,3,0,22500,5,14.27,0.27,2,655,0,1
24,1,1.0,22789,1,1,3000,4,11.99,0.13,3,663,0,1
26,0,1.0,84801,4,0,22500,1,18.99,0.27,2,605,0,1
24,1,1.0,88421,4,0,22400,3,16.7,0.25,4,708,0,1
24,1,0.0,23071,3,2,5000,0,9.32,0.22,3,571,0,1
25,1,1.0,63311,1,0,22000,0,10.74,0.35,2,689,0,1
21,1,1.0,23597,0,2,4200,0,14.11,0.18,4,675,0,1
22,0,0.0,69308,1,0,22000,1,9.63,0.32,3,591,0,1
25,0,0.0,70598,5,0,22000,2,14.65,0.31,2,616,0,1
23,0,0.0,73044,0,0,22000,5,10.25,0.3,4,640,0,1
24,1,1.0,73043,0,0,22000,3,14.26,0.3,2,593,0,1
25,0,1.0,23627,4,2,3000,1,9.91,0.13,2,649,0,1
26,1,1.0,68198,4,0,22000,2,17.19,0.32,3,645,0,1
22,0,0.0,85089,0,0,22000,1,11.36,0.26,4,537,0,1
22,0,1.0,80358,0,0,22000,1,11.01,0.27,2,635,0,1
23,0,1.0,90025,0,0,22000,5,10.59,0.24,3,640,1,0
24,0,2.0,93232,2,0,22000,1,9.25,0.24,2,625,0,0
22,0,2.0,23497,0,1,3625,2,8.49,0.15,3,557,0,1
26,1,3.0,93314,8,0,22000,3,6.54,0.24,3,643,0,0
21,0,3.0,23543,0,1,6000,2,8.49,0.25,3,631,0,1
24,1,1.0,97038,0,0,22000,2,11.01,0.23,4,653,1,0
26,0,3.0,100246,1,0,22000,3,12.69,0.22,2,623,1,0
24,0,1.0,23667,3,1,7400,2,13.85,0.31,2,662,0,1
25,1,3.0,23719,2,1,4000,5,7.4,0.17,3,667,0,1
23,1,0.0,101575,1,0,22000,5,11.71,0.22,4,586,0,0
25,0,2.0,94168,3,0,22000,0,11.48,0.23,3,719,0,1
25,1,2.0,99394,1,0,22000,1,17.51,0.22,2,646,0,1
21,1,0.0,23504,0,2,3500,5,14.61,0.15,3,646,0,1
23,1,1.0,120500,3,0,22000,5,7.88,0.18,4,646,0,0
23,0,1.0,133195,1,0,22000,0,11.01,0.17,3,643,1,0
22,1,1.0,24148,1,2,4950,0,11.71,0.2,2,594,0,1
25,1,1.0,69353,1,0,21700,0,11.99,0.31,2,664,0,1
24,1,0.0,65946,0,0,21600,3,13.49,0.33,2,605,0,1
26,0,3.0,76687,3,0,21600,5,14.35,0.28,3,655,0,1
22,0,1.0,99087,0,0,21600,0,13.61,0.22,3,597,0,0
22,1,0.0,94523,0,0,21600,5,11.26,0.23,3,679,0,1
22,0,0.0,24092,0,1,2400,3,10.59,0.1,3,654,0,0
24,0,1.0,135365,1,0,21600,2,7.9,0.16,2,556,0,0
24,1,3.0,24420,2,2,7000,4,5.99,0.29,4,694,0,1
25,1,0.0,23948,3,1,3000,1,11.99,0.13,4,587,0,1
24,0,3.0,71718,2,0,21500,2,16.89,0.3,3,620,0,1
24,0,2.0,84999,0,0,21500,4,9.99,0.25,3,701,0,1
24,0,0.0,140396,4,0,21500,1,15.33,0.15,3,572,1,0
25,1,0.0,73404,4,0,21450,1,7.29,0.29,4,671,0,1
25,1,3.0,57546,3,0,21250,3,10.99,0.37,2,610,0,1
25,1,1.0,62422,4,0,21250,3,6.91,0.34,2,588,0,1
22,1,1.0,23993,1,2,5000,5,14.17,0.21,2,691,0,1
22,1,0.0,64732,0,0,21250,2,10.25,0.33,3,645,0,1
26,1,3.0,23955,2,1,9250,1,11.01,0.39,2,618,0,1
24,1,1.0,68154,2,0,21250,3,15.95,0.31,3,672,0,1
24,0,3.0,79138,2,0,21250,1,15.95,0.27,4,650,0,1
22,1,3.0,23888,0,2,1400,4,14.91,0.06,4,535,0,1
23,1,3.0,24013,0,2,3000,2,11.01,0.12,4,604,0,1
25,0,3.0,24121,1,1,1000,3,11.01,0.04,3,612,1,0
23,1,0.0,76364,0,0,21000,2,11.36,0.27,2,645,0,1
26,1,1.0,24297,3,2,4000,3,7.51,0.16,4,678,0,1
22,0,1.0,71599,0,0,21000,0,10.71,0.29,3,644,0,1
22,1,3.0,85496,1,0,21000,0,13.98,0.25,4,614,1,0
26,0,3.0,79163,3,0,21000,5,14.09,0.27,3,627,0,1
22,1,2.0,90944,0,0,21000,1,10.0,0.23,3,523,1,0
22,0,2.0,23973,0,2,5000,2,15.33,0.21,3,571,0,1
25,0,0.0,75181,4,0,21000,2,16.32,0.28,4,546,0,1
24,0,3.0,95767,2,0,21000,4,7.9,0.22,2,640,0,0
23,0,2.0,96788,1,0,21000,2,11.99,0.22,3,648,1,0
24,1,0.0,101708,2,0,21000,2,10.75,0.21,4,593,0,0
26,1,3.0,103023,4,0,21000,4,13.92,0.2,3,658,1,0
22,1,1.0,113027,2,0,21000,1,9.91,0.19,3,701,0,0
26,0,1.0,98366,4,0,21000,1,16.95,0.21,3,702,0,1
26,1,3.0,117668,0,0,21000,1,7.9,0.18,3,711,1,0
26,1,1.0,117297,4,0,21000,1,11.01,0.18,3,570,1,0
25,0,3.0,120885,4,0,21000,0,16.49,0.17,3,637,0,1
26,0,3.0,24183,5,3,7500,0,11.97,0.31,2,621,0,1
21,1,0.0,23664,1,2,6250,5,6.17,0.26,3,637,0,1
26,1,3.0,150692,7,0,21000,4,8.9,0.14,2,534,0,0
25,0,0.0,151100,2,0,21000,1,12.99,0.14,3,577,1,0
23,1,1.0,99197,1,0,20900,0,12.69,0.21,2,638,0,0
26,0,0.0,61015,2,0,20500,3,7.49,0.34,3,676,0,1
23,1,3.0,84845,0,0,20500,1,13.16,0.24,3,641,0,0
22,0,3.0,24872,0,1,2100,1,8.38,0.08,4,630,1,0
23,1,1.0,65613,0,0,20375,0,7.49,0.31,2,518,0,1
23,1,3.0,24766,0,1,5000,0,11.71,0.2,4,649,0,0
22,0,3.0,24995,0,1,9250,0,10.65,0.37,4,576,1,0
23,1,3.0,25168,0,2,6400,2,10.65,0.25,4,638,0,0
26,1,1.0,25012,3,2,4800,2,5.99,0.19,3,682,1,0
25,1,3.0,51210,4,0,20000,1,13.47,0.39,4,645,0,1
22,1,0.0,51305,1,0,20000,3,6.99,0.39,4,602,0,1
25,1,1.0,25295,3,1,5650,0,15.99,0.22,2,637,1,0
23,0,3.0,24930,0,2,3625,1,11.01,0.15,3,662,1,0
22,0,3.0,54870,0,0,20000,1,7.9,0.36,4,631,0,1
23,1,3.0,55291,3,0,20000,0,10.25,0.36,2,632,0,1
24,0,0.0,54919,4,0,20000,2,11.01,0.36,2,670,0,1
23,0,1.0,25141,0,1,1200,2,7.49,0.05,3,700,0,0
22,1,0.0,54899,0,0,20000,5,13.92,0.36,3,650,0,1
24,1,3.0,56744,0,0,20000,1,10.62,0.35,2,582,0,1
22,1,3.0,58440,0,0,20000,3,10.65,0.34,3,656,0,1
22,0,3.0,51628,0,0,20000,0,12.99,0.39,3,635,0,1
22,1,0.0,58859,1,0,20000,3,11.36,0.34,4,672,0,1
22,0,3.0,24521,0,1,7500,1,5.79,0.31,4,612,1,0
23,0,2.0,60235,4,0,20000,1,6.54,0.33,4,615,0,1
25,0,2.0,25654,6,2,4000,3,5.79,0.16,2,725,0,0
25,0,1.0,61114,1,0,20000,5,7.49,0.33,3,639,0,1
25,0,1.0,60990,1,0,20000,1,13.43,0.33,2,691,0,1
22,0,1.0,61072,0,0,20000,5,13.22,0.33,2,681,0,1
22,1,3.0,25229,1,1,5000,3,14.72,0.2,3,604,1,0
22,0,3.0,53980,0,0,20000,1,15.68,0.37,4,688,0,1
24,1,1.0,61918,2,0,20000,2,11.01,0.32,3,672,0,1
25,0,1.0,62299,3,0,20000,4,11.48,0.32,3,680,0,1
24,1,2.0,62192,3,0,20000,3,10.38,0.32,3,640,0,1
22,1,1.0,62045,0,0,20000,1,12.53,0.32,3,629,0,1
22,1,1.0,62350,1,0,20000,1,13.47,0.32,2,677,0,1
24,0,3.0,62508,0,0,20000,3,12.21,0.32,4,571,0,1
25,1,0.0,63607,2,0,20000,3,10.99,0.31,3,647,0,1
25,1,3.0,63921,3,0,20000,1,11.36,0.31,4,568,0,1
22,1,1.0,56273,0,0,20000,5,16.0,0.36,4,700,0,1
26,1,1.0,24569,4,2,1500,0,7.74,0.06,3,570,1,0
24,1,0.0,63481,3,0,20000,1,15.65,0.32,2,633,0,1
25,1,0.0,56451,0,0,20000,5,11.78,0.35,2,646,0,1
24,0,3.0,63897,0,0,20000,4,11.01,0.31,3,614,0,1
22,0,0.0,57193,0,0,20000,2,16.77,0.35,3,532,0,1
22,1,3.0,65874,0,0,20000,1,9.91,0.3,4,617,0,1
23,0,3.0,58705,3,0,20000,2,15.65,0.34,4,603,0,1
23,1,0.0,58236,2,0,20000,2,14.96,0.34,3,588,0,1
23,1,3.0,65738,0,0,20000,3,11.83,0.3,4,668,0,1
24,1,0.0,59765,2,0,20000,2,11.66,0.33,4,643,0,1
26,1,0.0,67019,2,0,20000,1,12.18,0.3,4,639,0,1
24,0,3.0,67265,2,0,20000,4,6.91,0.3,2,525,0,1
25,1,1.0,66906,3,0,20000,5,6.91,0.3,3,666,0,1
26,0,3.0,59603,7,0,20000,4,19.79,0.34,3,642,0,1
25,1,0.0,67174,2,0,20000,3,9.88,0.3,4,646,0,1
23,1,3.0,66844,0,0,20000,5,12.53,0.3,2,655,0,1
25,0,3.0,67482,6,0,20000,3,11.01,0.3,4,682,0,1
23,1,0.0,24853,0,2,7125,0,6.99,0.29,2,631,1,0
23,1,2.0,69387,2,0,20000,1,16.89,0.29,2,600,0,1
22,0,0.0,62379,0,0,20000,0,17.49,0.32,4,641,0,1
23,1,1.0,24853,0,2,2500,1,16.82,0.1,2,524,1,0
26,1,3.0,24751,2,2,3600,4,11.01,0.15,2,669,1,0
22,0,3.0,70529,1,0,20000,5,13.11,0.28,2,593,0,1
23,0,3.0,71255,2,0,20000,5,7.66,0.28,3,654,0,1
26,1,2.0,71761,3,0,20000,2,6.17,0.28,3,665,0,1
26,1,1.0,64550,8,0,20000,0,16.35,0.31,4,649,0,1
23,0,1.0,72969,1,0,20000,2,7.9,0.27,2,579,0,1
24,0,1.0,66060,4,0,20000,3,16.49,0.3,2,671,0,1
21,1,1.0,25666,0,1,3550,3,11.01,0.14,4,693,1,0
26,1,3.0,25229,3,2,7000,4,8.0,0.28,2,626,1,0
24,0,2.0,72762,6,0,20000,0,10.99,0.27,2,677,0,1
24,1,2.0,25451,3,1,7750,3,6.91,0.3,3,594,0,0
25,0,1.0,65742,1,0,20000,0,8.88,0.3,3,592,0,1
24,1,1.0,73352,1,0,20000,3,11.01,0.27,4,583,0,1
23,1,2.0,65733,0,0,20000,5,14.84,0.3,3,592,0,1
23,1,3.0,65802,3,0,20000,0,11.12,0.3,2,628,0,1
22,1,1.0,72562,1,0,20000,1,7.88,0.28,3,567,0,1
25,0,3.0,73028,1,0,20000,1,11.01,0.27,2,654,0,1
22,1,3.0,25537,0,2,6000,1,15.99,0.23,4,623,0,0
24,1,3.0,25526,1,2,5500,5,10.99,0.22,4,661,1,0
25,1,1.0,73266,1,0,20000,1,11.01,0.27,3,658,0,1
25,1,0.0,65555,1,0,20000,0,15.65,0.31,3,667,0,1
24,0,0.0,65678,4,0,20000,0,17.04,0.3,3,602,0,1
23,0,1.0,73286,3,0,20000,1,12.21,0.27,2,687,0,1
21,1,3.0,25416,1,1,1275,1,15.23,0.05,3,626,1,0
25,0,0.0,65967,6,0,20000,5,14.11,0.3,4,662,0,1
24,0,0.0,73202,1,0,20000,0,11.14,0.27,2,536,0,1
21,1,3.0,25710,0,1,2400,2,11.49,0.09,4,623,0,0
24,0,1.0,73058,3,0,20000,0,13.87,0.27,4,647,0,1
26,1,0.0,72650,3,0,20000,4,10.08,0.28,4,606,0,1
23,1,0.0,66301,2,0,20000,0,16.7,0.3,4,645,0,1
24,1,0.0,66951,2,0,20000,3,18.64,0.3,2,632,0,1
24,0,1.0,73899,0,0,20000,4,12.18,0.27,4,634,0,1
22,1,0.0,25644,2,1,3800,5,11.01,0.15,3,645,0,0
25,0,0.0,75578,2,0,20000,2,6.54,0.26,3,574,0,1
24,1,0.0,68349,3,0,20000,1,14.61,0.29,4,576,0,1
21,0,1.0,68120,0,0,20000,3,17.39,0.29,3,664,0,1
24,1,0.0,75484,2,0,20000,4,11.12,0.26,2,562,0,1
25,0,1.0,75802,2,0,20000,3,11.48,0.26,2,637,0,1
25,0,2.0,76733,2,0,20000,2,12.42,0.26,3,656,0,1
26,1,1.0,70484,4,0,20000,5,10.25,0.28,2,590,0,1
23,0,1.0,78886,1,0,20000,2,10.65,0.25,3,653,0,1
24,0,3.0,25992,3,1,5000,0,16.29,0.19,3,612,0,0
23,0,1.0,79348,0,0,20000,2,10.37,0.25,2,703,0,1
23,1,1.0,78597,1,0,20000,3,11.49,0.25,3,596,0,1
24,1,0.0,26216,0,1,10000,3,10.59,0.38,4,586,1,0
25,1,2.0,26133,4,1,5375,3,13.49,0.21,2,650,1,0
26,0,1.0,71856,6,0,20000,0,11.01,0.28,4,610,0,1
23,1,2.0,72259,2,0,20000,1,12.29,0.28,4,650,0,1
21,0,1.0,25869,0,2,3500,5,17.27,0.14,2,579,0,1
26,1,3.0,79098,2,0,20000,5,11.99,0.25,2,534,0,1
25,0,3.0,71754,4,0,20000,0,14.84,0.28,2,540,0,1
23,1,0.0,71688,0,0,20000,5,10.83,0.28,2,584,0,1
23,0,3.0,79539,5,0,20000,5,13.22,0.25,2,584,0,1
22,0,0.0,81282,1,0,20000,1,12.18,0.25,2,639,0,0
23,1,1.0,81580,1,0,20000,2,11.11,0.25,2,607,1,0
24,0,2.0,81639,4,0,20000,4,13.48,0.24,2,681,0,0
26,1,0.0,82432,6,0,20000,1,10.75,0.24,4,710,0,0
25,1,0.0,82737,4,0,20000,0,12.53,0.24,4,634,1,0
24,1,0.0,75890,2,0,20000,5,14.84,0.26,4,595,0,1
23,1,1.0,84428,1,0,20000,3,17.74,0.24,2,707,1,0
25,1,1.0,85061,1,0,20000,4,9.99,0.24,2,627,1,0
22,1,1.0,84791,0,0,20000,0,6.91,0.24,4,592,1,0
25,0,1.0,77982,6,0,20000,4,11.01,0.26,4,699,0,1
25,1,0.0,86325,2,0,20000,0,14.09,0.23,2,566,1,0
22,1,0.0,26244,0,2,3000,5,11.49,0.11,3,667,1,0
23,0,0.0,86183,1,0,20000,1,14.09,0.23,3,638,0,0
23,0,3.0,67625,0,0,20000,2,15.2,0.3,4,620,0,1
24,1,0.0,87261,1,0,20000,2,11.83,0.23,2,667,1,0
24,0,1.0,25826,4,3,6000,0,12.21,0.23,2,655,0,0
23,1,3.0,80180,0,0,20000,3,14.11,0.25,3,666,0,1
22,1,0.0,80179,0,0,20000,5,14.42,0.25,2,655,0,1
24,1,0.0,87458,3,0,20000,4,14.74,0.23,3,604,1,0
24,0,2.0,89922,0,0,20000,4,12.69,0.22,3,672,1,0
22,0,1.0,26137,0,2,1625,5,16.89,0.06,3,596,0,1
25,1,0.0,91179,0,0,20000,5,11.01,0.22,4,658,1,0
21,1,3.0,26112,0,2,4500,4,11.01,0.17,2,608,0,1
25,1,1.0,26559,2,2,8500,3,9.63,0.32,4,686,1,0
24,0,3.0,91001,0,0,20000,4,8.88,0.22,3,687,0,0
26,0,1.0,90978,3,0,20000,2,6.91,0.22,4,652,1,0
26,0,1.0,90805,4,0,20000,1,11.01,0.22,3,603,0,0
25,0,3.0,91130,0,0,20000,0,10.38,0.22,3,622,1,0
22,1,0.0,83759,1,0,20000,5,10.99,0.24,4,660,0,1
22,1,2.0,91033,1,0,20000,3,11.01,0.22,2,572,1,0
21,0,1.0,26887,0,2,7575,0,11.01,0.28,3,641,1,0
26,0,1.0,26792,4,1,5200,1,12.42,0.19,3,674,0,0
24,1,1.0,83573,1,0,20000,4,14.82,0.24,4,693,0,1
23,0,1.0,91541,4,0,20000,0,16.32,0.22,3,628,0,0
23,0,3.0,72279,2,0,20000,2,16.0,0.28,3,688,0,1
23,1,3.0,92304,0,0,20000,2,10.37,0.22,3,635,1,0
26,1,2.0,85207,2,0,20000,5,13.16,0.23,3,662,0,1
24,0,3.0,85232,5,0,20000,3,14.88,0.23,4,652,0,1
22,0,3.0,93127,2,0,20000,5,13.98,0.21,4,619,1,0
26,1,2.0,86320,2,0,20000,4,13.36,0.23,2,655,0,1
21,0,0.0,26946,0,1,7125,3,6.99,0.26,3,653,0,0
22,0,0.0,26711,0,2,4025,1,5.42,0.15,4,565,1,0
24,1,1.0,26769,2,2,8000,2,5.42,0.3,2,613,1,0
26,0,1.0,94812,4,0,20000,4,13.85,0.21,4,663,0,0
22,0,3.0,27119,0,2,4000,0,12.99,0.15,2,540,1,0
26,1,1.0,27046,5,1,4200,2,9.99,0.16,3,598,1,0
22,0,1.0,26902,4,2,1400,3,11.01,0.05,2,653,1,0
21,1,1.0,27072,0,2,3800,5,5.99,0.14,2,643,0,0
24,0,2.0,87447,6,0,20000,5,11.01,0.23,4,632,0,1
23,0,0.0,94310,0,0,20000,3,11.58,0.21,3,578,0,0
23,1,2.0,95354,2,0,20000,2,13.85,0.21,4,642,1,0
23,1,2.0,96236,0,0,20000,1,16.89,0.21,4,688,0,0
23,1,2.0,96969,2,0,20000,2,7.9,0.21,4,696,0,0
23,0,3.0,27201,0,1,6000,3,12.68,0.22,4,527,1,0
22,1,3.0,76808,0,0,20000,2,14.91,0.26,4,611,0,1
24,1,0.0,97157,0,0,20000,3,13.06,0.21,4,545,1,0
25,1,0.0,96773,3,0,20000,1,8.88,0.21,4,644,1,0
23,1,1.0,26954,0,2,2000,1,6.17,0.07,4,511,1,0
22,0,0.0,96673,1,0,20000,1,13.98,0.21,4,616,1,0
22,1,0.0,26872,3,1,8500,3,6.54,0.32,4,656,0,0
26,1,1.0,76420,2,0,20000,2,13.85,0.26,3,656,0,1
26,0,3.0,27097,2,2,1000,4,10.36,0.04,3,581,1,0
25,1,3.0,96778,2,0,20000,4,14.26,0.21,4,664,0,0
23,0,0.0,97783,0,0,20000,2,11.71,0.2,2,563,1,0
22,0,1.0,98255,0,0,20000,5,13.49,0.2,4,623,1,0
24,1,2.0,26747,1,2,2000,5,14.84,0.07,2,704,0,1
22,0,1.0,99459,0,0,20000,1,11.01,0.2,2,691,0,0
23,0,3.0,92036,2,0,20000,4,15.05,0.22,4,648,0,1
22,1,2.0,93070,0,0,20000,1,13.79,0.21,4,662,0,1
24,0,0.0,101201,6,0,20000,1,13.48,0.2,3,569,0,0
26,0,1.0,26764,4,1,3000,3,6.76,0.11,2,642,0,0
23,1,2.0,102232,1,0,20000,0,11.11,0.2,4,663,1,0
25,0,1.0,101849,3,0,20000,1,13.92,0.2,2,627,1,0
23,0,1.0,26678,1,1,4400,1,12.53,0.16,2,610,1,0
21,1,1.0,27041,0,2,10000,5,11.14,0.37,2,534,1,0
24,0,2.0,95807,5,0,20000,4,14.11,0.21,2,678,0,1
23,0,1.0,103275,0,0,20000,2,7.49,0.19,2,597,1,0
25,1,0.0,103166,3,0,20000,5,10.25,0.19,3,653,1,0
26,1,1.0,88672,2,0,20000,0,12.53,0.23,2,571,0,1
21,0,0.0,27289,0,2,1500,0,11.86,0.05,3,659,1,0
23,1,1.0,27174,0,1,9000,3,7.88,0.33,3,619,1,0
25,0,3.0,102975,0,0,20000,4,11.01,0.19,2,663,0,0
24,1,3.0,27558,0,2,4000,3,11.01,0.15,2,621,1,0
22,0,3.0,105649,1,0,20000,5,13.85,0.19,4,575,1,0
22,0,3.0,109017,1,0,20000,0,11.01,0.18,4,639,1,0
23,1,0.0,94566,1,0,20000,4,18.25,0.21,2,611,0,1
24,0,1.0,109178,1,0,20000,5,6.54,0.18,3,630,0,0
23,1,2.0,108836,0,0,20000,2,11.49,0.18,4,560,1,0
26,1,2.0,109089,5,0,20000,2,11.49,0.18,3,537,1,0
22,0,1.0,27472,1,2,7000,1,11.71,0.25,2,694,0,0
23,1,2.0,109061,0,0,20000,5,13.57,0.18,4,657,1,0
25,1,0.0,110319,1,0,20000,1,14.35,0.18,3,572,1,0
26,1,1.0,27309,1,2,3825,5,10.65,0.14,4,618,1,0
22,0,1.0,111365,1,0,20000,3,15.65,0.18,2,649,0,0
22,1,3.0,27358,0,2,6500,3,11.01,0.24,4,496,1,0
25,0,1.0,27570,0,2,5875,1,6.62,0.21,2,680,0,1
25,1,3.0,111834,1,0,20000,2,9.25,0.18,2,606,1,0
22,1,0.0,27122,2,2,2400,2,11.71,0.09,3,612,1,0
26,0,1.0,113057,0,0,20000,5,9.45,0.18,4,606,1,0
23,1,1.0,27666,0,2,1550,5,7.49,0.06,2,658,0,1
22,1,3.0,114267,0,0,20000,0,11.01,0.18,2,602,1,0
23,1,1.0,100420,4,0,20000,5,11.01,0.2,2,571,0,1
23,1,0.0,115130,4,0,20000,1,10.99,0.17,2,701,0,0
24,0,1.0,114976,3,0,20000,4,11.01,0.17,3,665,0,0
21,1,1.0,27648,0,1,7350,3,7.66,0.27,2,635,1,0
23,0,1.0,116295,0,0,20000,2,13.04,0.17,3,643,1,0
22,1,3.0,27385,3,2,7200,0,7.14,0.26,2,636,0,0
22,0,3.0,103798,0,0,20000,3,15.65,0.19,4,645,0,1
22,0,1.0,118565,0,0,20000,1,11.83,0.17,4,575,1,0
24,0,1.0,27463,0,1,3000,5,16.0,0.11,2,647,1,0
23,1,3.0,120368,0,0,20000,1,15.28,0.17,4,569,1,0
21,0,1.0,27493,2,1,4000,5,15.05,0.15,4,528,0,0
22,1,2.0,27178,0,1,8500,5,15.05,0.31,4,626,0,0
24,0,2.0,120691,2,0,20000,4,14.22,0.17,3,664,0,0
25,0,0.0,106741,1,0,20000,4,16.35,0.19,3,650,0,1
26,1,3.0,27124,2,1,7500,3,10.96,0.28,2,600,1,0
25,0,0.0,121016,0,0,20000,4,13.06,0.17,2,672,0,0
25,1,1.0,120866,1,0,20000,4,13.06,0.17,2,563,1,0
25,0,1.0,27635,2,1,7500,3,11.01,0.27,3,665,0,0
23,0,0.0,27475,4,2,6700,1,11.01,0.24,4,605,1,0
22,1,0.0,90648,0,0,20000,2,14.96,0.22,4,653,0,1
23,1,3.0,90887,2,0,20000,2,17.04,0.22,2,685,0,1
22,1,1.0,121236,0,0,20000,0,12.21,0.16,3,580,1,0
25,1,3.0,27780,1,2,6400,0,7.88,0.23,4,672,1,0
26,1,2.0,27364,0,1,5400,0,5.42,0.2,3,646,0,0
26,1,1.0,125803,6,0,20000,5,10.74,0.16,2,636,1,0
23,0,3.0,112700,0,0,20000,0,13.22,0.18,3,559,0,1
23,0,1.0,114961,1,0,20000,5,14.59,0.17,2,654,0,1
25,1,3.0,130715,5,0,20000,4,11.01,0.15,4,632,0,0
25,1,1.0,117215,2,0,20000,0,11.01,0.17,3,672,0,1
23,1,0.0,132975,1,0,20000,1,12.42,0.15,3,630,0,0
22,0,0.0,132809,0,0,20000,5,13.72,0.15,3,691,1,0
24,1,3.0,133069,2,0,20000,0,10.38,0.15,4,672,1,0
23,1,3.0,133031,0,0,20000,3,11.01,0.15,2,709,0,0
22,0,3.0,28529,1,2,2000,0,7.51,0.07,3,521,1,0
22,0,3.0,28518,0,2,7125,4,11.71,0.25,3,564,0,1
23,1,0.0,28149,0,2,3000,0,8.9,0.11,2,626,0,1
25,0,2.0,103168,1,0,20000,2,17.39,0.19,2,662,0,1
23,0,1.0,28372,0,2,4800,0,5.79,0.17,2,667,0,0
22,1,0.0,28527,2,2,8300,0,12.61,0.29,2,690,0,1
23,1,0.0,145007,1,0,20000,2,10.37,0.14,4,628,1,0
24,1,1.0,27861,0,1,4750,4,11.36,0.17,3,562,1,0
24,0,3.0,146157,0,0,20000,3,8.9,0.14,3,670,0,0
23,0,3.0,150985,0,0,20000,3,11.11,0.13,4,602,0,0
22,1,0.0,28613,0,2,3000,1,8.94,0.1,2,595,1,0
25,1,3.0,157396,3,0,20000,0,15.27,0.13,2,687,0,0
26,0,1.0,156668,3,0,20000,5,13.11,0.13,4,668,1,0
23,1,1.0,28773,0,2,6000,1,16.0,0.21,2,657,1,0
24,0,0.0,160903,0,0,20000,1,12.36,0.12,2,527,1,0
22,1,3.0,28257,0,2,10625,5,7.51,0.38,4,524,1,0
21,0,0.0,28410,0,2,7000,2,8.9,0.25,3,606,1,0
25,1,2.0,168862,0,0,20000,1,6.54,0.12,4,546,1,0
24,0,2.0,166817,2,0,20000,3,15.99,0.12,3,681,0,1
23,1,0.0,28492,2,2,3600,4,17.27,0.13,3,502,0,1
26,1,2.0,178602,6,0,20000,5,17.99,0.11,3,604,0,1
22,1,1.0,193248,0,0,20000,0,7.49,0.1,4,599,1,0
22,1,3.0,27969,0,2,4800,5,10.0,0.17,4,644,1,0
26,0,0.0,193076,4,0,20000,4,9.99,0.1,3,660,1,0
26,0,1.0,202337,2,0,20000,3,11.36,0.1,4,652,0,0
26,0,1.0,208059,4,0,20000,4,11.83,0.1,2,615,0,0
21,0,1.0,28786,0,2,3000,5,13.35,0.1,3,638,1,0
25,1,1.0,210999,2,0,20000,5,14.72,0.09,2,680,1,0
25,1,0.0,28595,2,2,4400,4,6.76,0.15,2,611,0,0
25,0,3.0,70930,0,0,19900,2,11.83,0.28,4,578,0,1
26,0,2.0,140072,0,0,19800,2,11.48,0.14,4,617,1,0
26,1,2.0,24756,8,0,500,2,11.41,0.02,2,659,0,0
25,1,0.0,28644,4,2,10000,0,11.01,0.35,2,570,0,1
21,0,1.0,23899,1,0,700,1,12.29,0.03,2,658,1,0
22,0,2.0,28752,0,2,7000,1,14.96,0.24,3,484,1,0
25,1,0.0,23980,6,0,750,5,12.29,0.03,4,645,1,0
23,1,3.0,13059,0,0,1000,0,10.37,0.08,2,541,0,1
22,0,0.0,13021,1,0,1000,4,14.74,0.08,4,610,0,1
21,0,2.0,13197,1,0,1000,4,13.43,0.08,4,722,0,1
22,1,0.0,29111,0,2,2400,1,9.63,0.08,4,668,0,0
21,1,3.0,28319,0,3,2400,1,12.21,0.08,4,628,1,0
23,0,2.0,13817,1,0,1000,2,10.25,0.07,2,667,0,1
22,1,3.0,14763,0,0,1000,2,12.99,0.07,4,540,1,0
22,0,1.0,15248,0,0,1000,3,13.98,0.07,4,547,1,0
23,0,1.0,15553,3,0,1000,5,14.65,0.06,3,602,1,0
25,1,1.0,15255,2,0,1000,1,10.65,0.07,2,611,0,0
21,1,3.0,14997,0,0,1000,1,13.98,0.07,2,669,1,0
22,1,0.0,15102,1,0,1000,0,13.57,0.07,3,559,0,1
22,0,1.0,16077,3,0,1000,0,14.96,0.06,3,642,0,1
24,1,1.0,17683,0,0,1000,5,10.0,0.06,4,562,0,1
21,1,0.0,18221,0,0,1000,3,16.29,0.05,4,559,0,1
23,0,1.0,28684,1,1,2000,3,11.11,0.07,3,591,0,0
21,0,0.0,28348,0,1,5000,3,11.01,0.18,3,506,1,0
22,1,3.0,18290,2,0,1000,3,16.69,0.05,3,623,0,1
22,1,3.0,18923,0,0,1000,2,14.3,0.05,3,599,0,1
